# Derivations intermediate from 'srov'
# derivations that will be added to DeriNet based on Etym dict 'srov' list. List if words with similar meaning, structure, etymological origin or some other similarity.

# EtymDict: "derivation" is maybe derivation of "grandparent", but "derivation" already has parent
# DeriNet: "parent" is root of tree containing "derivation"

# => connect "parent" (parent in DeriNet of the "derivation") to "grandparent" (in etym dict "grandparent" has listed "derivation" as child)
# root_of_grandparent <-...<- grandparent <-...<-parent <-...<-derivation

# WARNING - its complicated and the anotation was made really quickly by average person, not linguist!

# flaged by human, meanings:
# * probably incorrect
# @ possible incorrect
# others are probably correct



parent	grandparent	derivation
tableta#NNF??-----A---?	tenor#NNM??-----A---?	tenis#NNI??-----A---?
intence#NNF??-----A---?	extenzivní#AA???----??---?	tendence#NNF??-----A---?
regata#NNF??-----A---?	tepat#V????--??-??I??	ťapat#V????--??-??I??
suterén#NNI??-----A---?	terakota#NNF??-----A---?	terén#NNI??-----A---?
pečovat#V????--??-??I??	terakota#NNF??-----A---?	péci#V????--??-??I??
primus#NNM??-----A---?	terciární#AA???----??---?	primární#AA???----??---?
suita#NNF??-----A---?	terciární#AA???----??---?	sekundární#AA???----1?---?
terakota#NNF??-----A---?	teritorium#NNN??-----A---?	terén#NNI??-----A---?
determinovat#V????--??-??B??	terminál#NNI??-----A---?	termín#NNI??-----A---?
sud#NNI??-----A---?	teta#NNF??-----A---?	táta#NNM??-----A---?
tetracyklický#AA???----??---?	tetovat#V????--??-??B??	tetracyklin#NNI??-----A---?
pentalogie#NNF??-----A---?	tetovat#V????--??-??B??	tetralogie#NNF??-----A---?
otka#NNF??-----A---?	tečovat#V????--??-??I??	tečna#NNF??-----A---?
tam#Db-------------	teď#Db-------------	zde#Db-------------
teď#Db-------------	zteřelý#AA???----??---?	dřít#V????--??-??I??
trouchnivět#V????--??-??I??	zteřelý#AA???----??---?	trouchnivý#AA???----??---?
tahat#V????--??-??I??	téma#NNN??-----A---?	teze#NNF??-----A---?
teč#NNF??-----A---?	tkvět#V????--??-??I??	tknout#V???---??-??I??
tkvít#Vf--------A----	tkát#V????--??-??I??	důtka#NNF??-----A---?
tlak#NNI??-----A---?	tlouci#V????--??-??I??	tlačit#V????--??-??I??
dávit#V????--??-??I??	tlumit#V????--??-??I??	dav#NNI??-----A---?
slepý#A????----??---?	tonout#V????--??-??I??	kanout#V????--??-??I??
izotop#NNI??-----A---?	toponomastika#NNF??-----A---?	topografie#NNF??-----A---?
turbina#NNF??-----A---?	trable#NNFP?-----A---?	turbína#NNF??-----A---?
extrahovat#V????--??-??B??	trakce#NNF??-----A---?	atrakce#NNF??-----A---?
trachta#NNF??-----A---?	traktát#NNI??-----A---?	trachtace#NNF??-----A---?
koitus#NNI??-----A---?	trans#NNI??-----A---?	tranzit#NNI??-----A---?
trakce#NNF??-----A---?	trasa#NNF??-----A---?	trakt#NNI??-----A---?
teřet#V????--??-??I??	trast#NNI??-----A---?	zdravý#A????----??---?
triangulovat#V????--??-??I??	triangl#NNI??-----A---?	triangulace#NNF??-----A---?
atribut#NNI??-----A---?	tribunál#NNI??-----A---?	tribuna#NNF??-----A---?
kápo#NNM??-----A---?	triceps#NNI??-----A---?	biceps#NNI??-----A---?
sakura#NNF??-----A---?	triedr#NNI??-----A---?	katedra#NNF??-----A---?
tepat#V????--??-??I??	tripartita#NNF??-----A---?	partie#NNF??-----A---?
nylon#NNI??-----A---?	trnož#NNF??-----A---?	noha#NNF??-----A---?
pyžamo#NNN??-----A---?	trocha#NNF??-----A----	drobit#V????--??-??I??
trofej#NNF??-----A---?	tropit#V????--??-??I??	tropus#NNI??-----A---?
trn#NNI??-----A---?	trpět#V????--??-??I??	trpký#AA???----??---?
drndat#V????--??-??I??	trpět#V????--??-??I??	trkat#V????--??-??I??
torpedo#NNN??-----A---?	trpět#V????--??-??I??	torpédo#NNN??-----A---?
trast#NNI??-----A---?	trup#NNI??-----A---?	troud#NNI??-----A---?
prznit#V????--??-??I??	trylek#NNI??-----A---?	prýskat#V????--??-??I??
pryštit#V????--??-??I??	trylek#NNI??-----A---?	prskat#V????--??-??I??
trpět#V????--??-??I??	trylek#NNI??-----A---?	třískat#V????--??-??I??
trailer#NNI??-----A---?	trénovat#V????--??-??I??	trajler#NNI??-----A---?
trasa#NNF??-----A---?	trénovat#V????--??-??I??	traktor#NNI??-----A---?
potutelný#AA???----??---?	tuchnout#V????--??-??I??	poťouchlý#AA???----??---?
tyl#NNI??-----A---?	tuk#NNI??-----A---?	týl#NNI??-----A---?
tuberkulosa#NNF??-----A---?	tumor#NNI??-----A---?	tuberkulóza#NNF??-----A---?
tuk#NNI??-----A---?	tumor#NNI??-----A---?	týt#V???---??-??I??
trable#NNFP?-----A---?	turbulence#NNF??-----A---?	turbína#NNF??-----A---?
pitvořit#V????--??-??I??	tvaroh#NNI??-----A---?	tvořit#V????--??-??I??
tripartita#NNF??-----A---?	tápat#V????--??-??I??	ťapat#V????--??-??I??
tkát#V????--??-??I??	téci#V????--??-??I??	tknout#V???---??-??I??
trup#NNI??-----A---?	též#Db-------------	také#Db-------------
thema#NNN??-----A---?	těhotný#A????----??---?	tíže#NNF??-----A---?
gravidní#AA???----??---?	těhotný#A????----??---?	gravidita#NNF??-----A---?
též#Db-------------	těhotný#A????----??---?	březí#AA???----1?---?
téci#V????--??-??I??	těkat#V????--??-??I??	utíkat#V????--??-??I??
slyšet#V????--??-??I??	těleso#NNN??-----A---?	sloveso#NNN??-----A---?
registr#NNI??-----A---?	těleso#NNN??-----A---?	koleso#NNN??-----A---?
tiskat#V????--??-??I??	těsto#NNN??-----A---?	tisknout#V????--??-??I??
trylek#NNI??-----A---?	třeštit#V????--??-??I??	praskat#V????--??-??I??
teta#NNF??-----A---?	udice#NNF??-----A---?	úd#NNI??-----A---?
vnad#NNIP?-----A----	udice#NNF??-----A---?	vnada#NNF??-----A---?
umolousat#V????--??-??P??	umouněný#AA???----??---?	umolousaný#AA???----??---?
unie#NNF??-----A---?	unikum#NNN??-----A---?	unikát#NNI??-----A---?
vampír#NNM??-----A---?	upír#NNM??-----A---?	vampýr#NNM??-----A---?
obrok#NNI??-----A---?	určit#V????--??-??P??	úrok#NNI??-----A---?
usus#NNI??-----A---?	utilitarismus#NNI??-----A---?	úzus#NNI??-----A---?
utrakvizmus#NNI??-----A---?	neutrální#AA???----??---?	utrakvista#NNM??-----A---?
vanila#NNF??-----A---?	vagina#NNF??-----A---?	vanilka#NNF??-----A---?
těhotný#A????----??---?	vagon#NNI??-----A---?	vézt#V????--??-??I??
vagon#NNI??-----A---?	valcha#NNF??-----A---?	valit#V????--??-??I??
invalidní#AA???----??---?	vale#Db-------------	valence#NNF??-----A---?
skomírat#V????--??-??I??	vale#Db-------------	valuta#NNF??-----A---?
vale#Db-------------	valorizovat#V????--??-??I??	valuta#NNF??-----A---?
valcha#NNF??-----A---?	valoun#NNI??-----A---?	oblý#AA???----??---?
šantročit#V????--??-??I??	vantroky#NNFP?-----A---?	zašantročit#V????--??-??P??
variovat#V????--??-??I??	varieté#NNN??-----A---?	variace#NNF??-----A---?
konvexní#AA???----??---?	vehementní#AA???----??---?	vehikl#NNI??-----A---?
veterinární#AA???----1?---?	vehementní#AA???----??---?	veterinář#NNM??-----A---?
dromedár#NNM??-----A---?	velociped#NNI??-----A---?	velodrom#NNI??-----A---?
pěší#AA???----1?---?	velociped#NNI??-----A---?	pedál#NNI??-----A---?
svačit#V????--??-??I??	ventil#NNI??-----A---?	vítr#NNI??-----A---?
synagoga#NNF??-----A---?	verpánek#NNI??-----A---?	energie#NNF??-----A---?
cuknout#V????--??-??P??	verpánek#NNI??-----A---?	vercajk#NNI??-----A---?
rutina#NNF??-----A---?	verpánek#NNI??-----A---?	banka#NNF??-----A---?
adverbium#NNN??-----A---?	verva#NNF??-----A---?	verbální#AA???----??---?
reverz#NNI??-----A---?	verzatilka#NNF??-----A---?	verš#NNI??-----A---?
veta#NNF??-----A---?	veta#Db-------------	odveta#NNF??-----A---?
stožár#NNI??-----A---?	veřejný#AA???----??---?	stěžejní#AA???----??---?
peřej#NNF??-----A---?	veřejný#AA???----??---?	veřej#NNF??-----A---?
special#NNI??-----A---?	vid#NNI??-----A---?	aspekt#NNI??-----A---?
loktuše#NNF??-----A---?	vikslajvant#NNI??-----A---?	lajntuch#NNI??-----A---?
sakumprásk#Db-------------	vikslajvant#NNI??-----A---?	váček#NNI??-----A---?
hradit#V????--??-??I??	vinohrad#NNI??-----A---?	zahrada#NNF??-----A---?
virtuoz#NNM??-----A---?	virtuální#AA???----??---?	virtuos#NNM??-----A---?
evidovat#V????--??-??I??	vizita#NNF??-----A---?	vize#NNF??-----A---?
charta#NNF??-----A---?	vizitka#NNF??-----A---?	karta#NNF??-----A---?
vizita#NNF??-----A---?	vizáž#NNF??-----A---?	vize#NNF??-----A---?
tenata#NNNP?-----A---?	vous#NNI??-----A---?	housenka#NNF??-----A---?
buřt#NNM??-----A---?	vrhnout#V????--??-??P??	vrátit#V????--??-??P??
kříšť#NNI??-----A---?	vrnět#V????--??-??I??	vrčet#V????--??-??I??
vous#NNI??-----A---?	vrzat#V????--??-??I??	povříslo#NNN??-----A---?
kavka#NNF??-----A---?	vrána#NNF??-----A---?	havran#NNM??-----A---?
police#NNF??-----A---?	vrávorat#V????--??-??I??	plápolat#V????--??-??I??
velký#AA???----??---?	vulgární#AA???----??---?	veliký#AA???----1?---?
hroužit#V????--??-??I??	vyhřeznout#V????--??-??P??	pohroužit#V????--??-??P??
valoun#NNI??-----A---?	výňatek#NNI??-----A---?	sňatek#NNI??-----A---?
vyňatý#AA???----??---?	vzdor#NNI??-----A---?	udeřit#V????--??-??P??
vzdor#NNI??-----A---?	vzácný#AA???----??---?	výborný#AA???----??---?
těkat#V????--??-??I??	vzácný#AA???----??---?	výtečný#AA???----??---?
extravagance#NNF??-----A---?	vágní#AA???----??---?	vagabund#NNM??-----A---?
rumba#NNF??-----A---?	vést#V????--??-??I??	nevěsta#NNF??-----A---?
vzácný#AA???----??---?	veslo#NNN??-----A---?	vézt#V????--??-??I??
víno#NNN??-----A---?	vítat#V????--??-??I??	vina#NNF??-----A---?
sýc#NNM??-----A---?	výskat#V????--??-??I??	výr#NNM??-----A---?
vrhnout#V????--??-??P??	vřava#NNF??-----A---?	vrtět#V????--??-??I??
vést#V????--??-??I??	všetečný#AA???----??---?	výtečný#AA???----??---?
salám#NNI??-----A---?	volný#N??????????????	volit#V????--??-??I??
mina#NNF??-----A---?	whisky#NNF??-----A----	vodka#NNF??-----A---?
všetečný#AA???----??---?	yzop#NNI??-----A---?	mít#V???---??-??I??
střádat#V????--??-??I??	zajíc#NNM??-----A---?	měsíc#NNI??-----A---?
ráj#NNI??-----A---?	zdroj#NNI??-----A---?	roj#NNI??-----A---?
jevit#V????--??-??I??	zet#V???---??-??I??	rozjívený#AA???----??---?
zevlovat#V????--??-??I??	zet#V???---??-??I??	zevloun#NNM??-----A---?
konjugovat#V????--??-??I??	zeugma#NNN??-----A---?	jho#NNN??-----A----
oko#NNF??-----A----	znamení#NNN??-----A---?	znak#NNI??-----A---?
stát#NNI??-----?---?	zuřit#V????--??-??I??	ostatní#AA???----1?---?
svědek#NNM??-----A---?	zvěstovat#V????--??-??B??	vědět#V????--??-??I??
věstit#V????--??-??I??	zvěstovat#V????--??-??B??	věstník#NNI??-----A---?
udice#NNF??-----A---?	záda#NNNP?-----A---?	úd#NNI??-----A---?
reflex#NNI??-----A---?	zásoba#NNF??-----A---?	osoba#NNF??-----A---?
záda#NNNP?-----A---?	ústa#NNNP?-----A---?	uzda#NNF??-----A---?
čelo#NNN??-----A---?	ústa#NNNP?-----A---?	čelist#NNF??-----A---?
ostrakizovat#V????--??-??B??	ústřice#NNF??-----A---?	ostrakismus#NNI??-----A---?
čepec#NNI??-----A---?	čapka#NNF??-----A---?	čepice#NNF??-----A---?
kapota#NNF??-----A---?	čapka#NNF??-----A---?	kápě#NNF??-----A---?
super#Db-------------	čapka#NNF??-----A---?	kapuce#NNF??-----A---?
tápat#V????--??-??I??	čapnout#V????--??-??P??	capat#V????--??-??I??
tenkrát#Db------------?	čapnout#V????--??-??P??	črta#NNF??-----A---?
ústa#NNNP?-----A---?	čeleď#NNF??-----A---?	čelo#NNN??-----A---?
hloub#NNFS?-----A----	čirý#AA???----1?---?	široký#AA???----??---?
čeleď#NNF??-----A---?	člověk#NNM??-----?---?	Čech#NNM??-----A---?
kádr#NNM??-----A---?	čtverylka#NNF??-----A---?	kvadrát#NNI??-----A---?
kvarta#NNF??-----A---?	čtverylka#NNF??-----A---?	kvartýr#NNI??-----A---?
přízeň#NNF??-----A---?	čéška#NNF??-----A---?	počet#NNI??-----A---?
čahoun#NNM??-----A---?	číhat#V????--??-??I??	čouhat#V????--??-??I??
cákat#V????--??-??I??	čůza#NNF??-----A---?	cachtat#V????--??-??I??
metabolický#AA???----??---?	čůza#NNF??-----A---?	parabola#NNF??-----A---?
rámus#NNI??-----A---?	řachnout#V????--??-??P??	rachotit#V????--??-??I??
žuchat#V????--??-??I??	řachnout#V????--??-??P??	žuchnout#V????--??-??P??
regulerní#AA???----??---?	řehole#NNF??-----A---?	regulérní#AA???----??---?
čapat#V????--??-??I??	řezat#V????--??-??I??	ráz#NNI??-----A---?
hřích#NNI??-----A---?	řešit#V????--??-??I??	rozhřešení#NNN??-----?---?
třeštit#V????--??-??I??	řinčet#V????--??-??I??	břinkat#V????--??-??I??
ryk#NNI??-----A---?	řinčet#V????--??-??I??	řičet#V????--??-??I??
rousat#V????--??-??I??	řídký#AA???----??---?	rušit#V????--??-??I??
bořit#V????--??-??I??	řídký#AA???----??---?	obořit#V????--??-??P??
rožeň#NNI??-----A----	říza#NNF??-----A---?	rubáš#NNI??-----A---?
řinčet#V????--??-??I??	říza#NNF??-----A---?	říje#NNF??-----A---?
ventil#NNI??-----A---?	říza#NNF??-----A---?	ržát#V???---??-??I??
yzop#NNI??-----A---?	říza#NNF??-----A---?	sňatek#NNI??-----A---?
ovoce#NNN??-----A----	říza#NNF??-----A---?	sníst#V????--??-??P??
šalmaj#NNF??-----A---?	šalmaj#NNI??-----A---?	kalamář#NNI??-----A---?
šál#NNI??-----A---?	šalovat#V????--??-??I??	šálek#NNI??-----A---?
sejf#NNI??-----A---?	šalvěj#NNF??-----A---?	salva#NNF??-----A---?
camp#NNI??-----A---?	šampion#NNM??-----A---?	kampaň#NNF??-----A---?
kancionál#NNI??-----A---?	šantán#NNI??-----A---?	šanson#NNI??-----A---?
triceps#NNI??-----A---?	šapitó#NNNXX-----A----	kapitola#NNF??-----A---?
signum#NNN??-----A---?	šarlat#NNI??-----A---?	signál#NNI??-----A---?
šantán#NNI??-----A---?	šarm#NNI??-----A---?	šanson#NNI??-----A---?
karoserie#NNF??-----A---?	šarže#NNF??-----A---?	kargo#NNN??-----A---?
kastelán#NNM??-----A---?	šatlava#NNF??-----A---?	kostel#NNI??-----A---?
pochva#NNF??-----A---?	šibal#NNM??-----A---?	ošívat#V????--??-??I??
kolmý#AA???----??---?	šikmý#AA???----??---?	kolmo#Dg-------??---?
šereda#NNM??-----A---?	škaredý#AA???----??---?	šeredný#AA???----??---?
skřehotat#V????--??-??I??	škorpit#V????--??-??I??	skřípat#V????--??-??I??
skrblit#V????--??-??I??	škrob#NNI??-----A---?	skrblík#NNM??-----A---?
škrob#NNM??-----A---?	škrtat#V????--??-??I??	škrábat#V????--??-??I??
vrnět#V????--??-??I??	škvor#NNM??-----A---?	brouk#NNM??-----A---?
skřivan#NNM??-----A---?	škvor#NNM??-----A---?	skřivánek#NNM??-----A---?
střevíc#NNI??-----A---?	škára#NNF??-----A---?	škorně#NNF??-----A---?
okluze#NNF??-----A---?	šlajsna#NNF??-----A---?	exkluzivní#AA???----??---?
makat#V????--??-??I??	šmatat#V????--??-??I??	chmatat#V????--??-??I??
host#NNM??-----A---?	špitál#NNI??-----A---?	hospitalizovat#V????--??-??B??
punkt#NNI??-----A---?	špunt#NNI??-----A---?	punkce#NNF??-----A---?
špunt#NNI??-----A---?	špunt#NNM??-----A---?	punkce#NNF??-----A---?
člověk#NNM??-----?---?	šroub#NNI??-----A---?	matice#NNF??-----A---?
etapa#NNF??-----A---?	štafle#NNF??-----A---?	štafl#NNI??-----A---?
mukat#V????--??-??I??	štkát#V???---??-??I??	štěkat#V????--??-??I??
štokrle#NNF??-----A---?	štokrle#NNN??-----A---?	štok#NNI??-----A---?
intrika#NNF??-----A---?	štrikovat#V????--??-??I??	triko#NNN??-----A---?
konsternovat#V????--??-??B??	štrádovat#V????--??-??I??	estráda#NNF??-----A---?
čéška#NNF??-----A---?	štířit#V????--??-??I??	cenit#V????--??-??I??
střetat#V????--??-??I??	štěstí#NNN??-----A---?	střetnout#V????--??-??P??
říza#NNF??-----A---?	štěstí#NNN??-----A---?	zdravý#A????----??---?
šišlat#V????--??-??I??	šum#NNI??-----A---?	šuškat#V????--??-??I??
štěstí#NNN??-----A---?	pršet#V????--??-??I??	prskat#V????--??-??I??
shot#NNI??-----A---?	šus#NNM??-----A---?	šos#NNI??-----A---?
svěží#AA???----??---?	švihat#V????--??-??I??	svižný#AA???----??---?
ševelit#V????--??-??I??	švitořit#V????--??-??I??	šveholit#V????--??-??I??
plomba#NNF??-----A---?	švitořit#V????--??-??I??	plonk#AAXXX----1A----
šapitó#NNNXX-----A----	šéf#NNM??-----A---?	kápo#NNM??-----A---?
vrzat#V????--??-??I??	šíje#NNF??-----A---?	vázat#V????--??-??I??
štěpit#V????--??-??I??	šíp#NNI??-----A---?	štěp#NNI??-----A---?
synkopa#NNF??-----A---?	šíp#NNI??-----A---?	štípat#V????--??-??I??
šnůra#NNF??-----A---?	šňůra#NNF??-----A---?	šněrovat#V????--??-??I??
štuk#NNI??-----A---?	šťourat#V????--??-??I??	šťouchat#V????--??-??I??
mišuňk#NNI??-----A---?	ťukat#V????--??-??I??	tikat#V????--??-??I??
alarm#NNI??-----A---?	žaluzie#NNF??-----A---?	armáda#NNF??-----A---?
pesticid#NNI??-----A---?	žaluzie#NNF??-----A---?	gen#NNI??-----A---?
děs#NNI??-----A---?	žasnout#V????--??-??I??	děsit#V????--??-??I??
žmolit#V????--??-??I??	ždímat#V????--??-??I??	žmoulat#V????--??-??I??
šarlat#NNI??-----A---?	žehlit#V????--??-??I??	signál#NNI??-----A---?
horlit#V????--??-??I??	žehrat#V????--??-??I??	žárlit#V????--??-??I??
hrot#NNI??-----A---?	žertva#NNF??-----A---?	hrana#NNF??-----A---?
podmět#NNI??-----A---?	žeton#NNI??-----A---?	objekt#NNI??-----A---?
interjekce#NNF??-----A---?	žeton#NNI??-----A---?	projekt#NNI??-----A---?
odér#NNI??-----A---?	žiletka#NNF??-----A---?	lux#NNI??-----A---?
šumět#V????--??-??I??	živočich#NNM??-----A---?	žít#V????--??-??I??
žonglovat#V????--??-??I??	žolík#NNI??-----A---?	žonglér#NNM??-----A---?
žolík#NNI??-----A---?	žolík#NNM??-----A---?	žonglér#NNM??-----A---?
pan#NNMS?-----A---?	župa#NNF??-----A---?	pán#NNM??-----?---?
žehrat#V????--??-??I??	žár#NNI??-----A---?	žárlit#V????--??-??I??
