rank	lemma	freq	ipm	derivational family	deriavational family 2	root of DeriNet tree id	root from DeriNet	slovesná třída	vzor	prefix 4	prefix 3	prefix 2	prefix 1	foreign prefix 2	foreign prefix 1	odprefixované slovo	prefix-Jarka souhlasí se Slavíčkovou	morph segm Slavickova	morph segm DeriNet	morph segm FlatCat	ammel	foreign	odprefigované sloveso segmentované	bez KS	bez iterativních S	kandidát na kořen	derivační S	derivační S 2	derivační S 3	iterativní S	iterativní S 2	iterativní S 3	iterativní S 4	KS	number of frames	Derinet parent	note	compos 1	interfix	prefix 3	prefix 2	prefix	suffix	compos 2	comb form 1	comb form 2
4652	uzamknout	138	1141	mykat		mykat#V????--??-??I??		2	mine			u	za			mknouti	Y	u za mk nou t	u zamk no u t	u za mk nou t	tuonkmazu	0	mk nou t	mk	mk	mk								nou		zamknout#V????--??-??P??										
4651	vyhřívat	138	1141	hřát		hřát#V????--??-??I??		5	dělá				vy			hřívati	Y	vy hří v a t	vy hří va t	vy hřív a t	tavířhyv	0	hří v a t	hří v	hří	hří				v				a		None										
4636	vyhrocovat	138	1141	hrot		hrot#NNI??-----A---?	vy(hroc)ovat	3	kupuje				vy			hrocovati	Y	vy hroc ova t	vy hroc ova t	vyhroc ova t	tavocorhyv	0	hroc ova t	hroc	hroc	hroc								ova		vyhrotit#V????--??-??P??										
4645	vyladit	138	1141	ladit		ladit#V????--??-??I??		4	prosí				vy			laditi	Y	vy lad i t	vy lad i t	vy lad it	tidalyv	0	lad i t	lad	lad	lad								i		ladit#V????--??-??I??										
4655	vyzvánět	138	1141	zvon		zvon#NNI??-----A---?	vy(zván)ět	4	sází				vy			zváněti	Y	vy zván ě t	vy zv áně t	vy zván ě t	těnávzyv	0	zván ě t	zván	zván	zván								ě		vyzvonit#V????--??-??P??										
4632	zacvičit	138	1141	cvičit		cvičit#V????--??-??I??		4	prosí				za			cvičiti	Y	za cvič i t	za cvič i t	za cvič it	tičivcaz	0	cvič i t	cvič	cvič	cvič								i		cvičit#V????--??-??I??										
4641	zavýt	138	1141	výt		výt#V????--??-??I??		3	kryje				za			výti	Y	za vý t	za vý t	z avý t	tývaz	0	vý t	vý	vý	vý										výt#V????--??-??I??										
4654	zcizit	138	1141	cizí		cizí#AA???----??---?	z(ciz)it	4	prosí				z			ciziti	Y	z ciz i t	zciz i t	z ciz it	tizicz	0	ciz i t	ciz	ciz	ciz								i		cizí#AA???----??---?										
4648	zpřetrhat	138	1141	trhat		trhat#V????--??-??I??		5	dělá			z	pře			trhati	Y	z pře trh a t	z pře trh a t	z pře trh a t	tahrteřpz	0	trh a t	trh	trh	trh								a		přetrhat#V????--??-??P??										
4658	inovovat	137	1133	nov-				3	kupuje						i	novovati	N		inov ova t	inov ova t	tavovoni	1	nov ova t	nov	nov	nov								ova		None										
4669	máčet	137	1133	moč		moč#NNF??-----A---?		4	sází							máčeti	Y	máč e t	máč e t	máč e t	tečám	0	máč e t	máč	máč	máč								e		None										
4665	navlékat	137	1133	vléct		vléct#Vf--------A----	nav(lék)at	5	dělá				na			vlékati	Y	na vlék a t	na vl é ka t	na vlék a t	takélvan	0	vlék a t	vlék	vlék	vlék								a		navléci#V????--??-??P??										
4668	odpočítávat	137	1133	číst		číst#V????--??-??I??	odpo(čít)ávat	5	dělá			od	po			čítávati	N		od po č í tá va t	od po čít áva t	tavátíčopdo	0	čít áv a t	čít áv	čít	čít				á	v			a		odpočítat#V????--??-??P??										
4671	odzkoušet	137	1133	zkusit		zkusit#V????--??-??P??		4	sází			od	z			koušeti	N		od z kouš e t	od z kouš e t	tešuokzdo	0	kouš  e t	kouš	kouš	kouš								e		zkoušet#V????--??-??I??										
4676	osvojovat	137	1133	svůj		svůj#AO??----------?	o(svoj)ovat	3	kupuje				o			svojovati	Y	o sv oj ova t	osvoj ova t	osvoj ova t	tavojovso	0	sv oj ova t	sv oj	sv oj	sv oj								ova	3	osvojit#V????--??-??P??										
4660	poškrábat	137	1133	škrábnout		škrábnout#V????--??-??P??		1#5	kopá#bere				po			škrábati	Y	po škráb a t	po škráb a t	po škráb a t	tabárkšop	0	škráb a t	škráb	škráb	škráb								a		poškrabat#V????--??-??P??										
4675	přetnout	137	1133	tnout		tnout#V????--??-??P??	pře(t)nout	2	mine				pře			tnouti	Y	pře tn ou t	pře t no u t	pře tn ou t	tuonteřp	0	tn ou t	tn	tn	tn								ou		tnout#V????--??-??P??										
4659	relativizovat	137	1133	lat-			(relat)ivizovat	3	kupuje						re	lativizovati	N		relativiz ova t	relativiz ova t	tavozivitaler	1	lativiz  ova t	lativiz	lativiz	lat	iv	iz						ova		relativní#AA???----??---?										
4670	rozhovořit	137	1133	hovor		hovor#NNI??-----A---?	roz(hovoř)it	4	prosí				roz			hovořiti	Y	roz hovoř i t	roz hovoř i t	roz hovoři t	tiřovohzor	0	hovoř i t	hovoř	hovoř	hovoř								i		hovořit#V????--??-??I??										
4662	rozkrojit	137	1133	krojit		krojit#V????--??-??P??		4	prosí				roz			krojiti	Y	roz kroj i t	rozkroj i t	roz kroj it	tijorkzor	0	kroj i t	kroj	kroj	kroj								i		krájet#V????--??-??I??										
4674	shýbnout	137	1133	hnout		hnout#V????--??-??P??		2	mine				s			hýbnouti	Y	s hýb nou t	shýb no u t	s hýb nou t	tuonbýhs	0	hýb nou t	hýb	hýb	hýb								nou		shýbat#V????--??-??I??										
4666	šinout	137	1133	šinout		šinout#V????--??-??I??	(šin)out	2	mine							šinouti	Y	šin ou t	šin o u t	šin ou t	tuoniš	0	šin ou t	šin	šin	šin								ou		None										
4657	spolupodílet	137	1133	spolu	díl	díl#NNI??-----A---?		4	sází							spolupodíleti	N		spolupodíl e t	spolupodíl e t	telídopulops	0	spolupodíl  e t	spolupodíl	spolupodíl	spolupodíl								e		None		spolu				po		díl		
4672	sprchovat	137	1133	prchat		prchat#V????--??-??I??		3	kupuje				s			prchovati	Y	s prch ova t	sprch ova t	sprch ova t	tavohcrps	0	prch ova t	prch	prch	prch								ova		sprcha#NNF??-----A---?										
4663	valorizovat	137	1133	val-				3	kupuje							valorizovati	Y	valor iz ova t	valoriz ova t	valoriz ova t	tavozirolav	1	valor iz ova t	valor iz	valor iz	val	or	iz						ova		valor#NNI??-----A---?										
4661	vydřít	137	1133	dřít		dřít#V????--??-??I??	vy(dř)ít	1	tře				vy			dříti	Y	vy dř í t	vy d ří t	vy dř í t	tířdyv	0	dř í t	dř	dř	dř								í	9	dřít#V????--??-??I??										
4667	vytrhat	137	1133	trhat		trhat#V????--??-??I??		5	dělá				vy			trhati	Y	vy trh a t	vy trh a t	vy trh a t	tahrtyv	0	trh a t	trh	trh	trh								a		trhat#V????--??-??I??										
4673	vyvraždit	137	1133	vraždit		vraždit#V????--??-??I??		4	prosí				vy			vražditi	Y	vy vraž d i t	vy vražd i t	vy vražd it	tidžarvyv	0	vraž d i t	vraž d	vraž d	vraž	d							i		vraždit#V????--??-??I??										
4664	zefektivnit	137	1133	fac- fact- -fect- -fic- 				4	prosí			z			e	fektivniti	N		zefektivn i t	zefektiv n it	tinvitkefez	1	efekt iv n  i t	fekt iv n	fekt iv n	fekt	iv	n						i		efektivní#AA???----??---?										
4689	bičovat	136	1125	bít		bít#V????--??-??I??	(bi)čovat	3	kupuje							bičovati	Y	bič ova t	bič ova t	bič ova t	tavočib	1	bič ova t	bič	bič	bič								ova		bič#NNI??-----A---?										
4677	normalizovat	136	1125	norma		norma#NNF??-----A---?	(norm)alizovat	3	kupuje							normalizovati	Y	norm al iz ova t	normaliz ova t	normaliz ova t	tavozilamron	1	norm al iz ova t	norm al iz	norm al iz	norm	al	iz						ova		normální#AA???----??---?										
4686	pářit	136	1125	pár		pár#NNI??-----A---?		4	prosí							pářiti	Y	pář i t	páři t	pář it	tiřáp	0	pář i t	pář	pář	pář								i		pár#NNI??-----A---?										
4681	pochutnávat	136	1125	chuť		chuť#NNF??-----A---?	po(chut)návat	5	dělá				po			chutnávati	Y	po chut n á v a t	po chutná va t	po chutnáva t	tavántuhcop	0	chut n á v a t	chut n á v	chut n	chut	n			á	v			a		pochutnat#V????--??-??P??										
4682	pochybit	136	1125	chybět		chybět#V????--??-??I??		4	prosí				po			chybiti	Y	po chyb i t	po chyb i t	po chyb it	tibyhcop	0	chyb i t	chyb	chyb	chyb								i		chybit#V????--??-??P??										
4690	podstrčit	136	1125	strčit		strčit#V????--??-??P??		4	prosí				pod			strčiti	Y	pod strč i t	pod strč i t	pod strč it	tičrtsdop	0	strč i t	strč	strč	strč								i		strčit#V????--??-??P??										
4685	poštěstit	136	1125	štěstí		štěstí#NNN??-----A---?		4	prosí				po			štěstiti	Y	po štěst i t	poštěsti t	poštěs t it	titsětšop	0	štěst i t	štěst	štěst	štěst								i		štěstí#NNN??-----A---?										
4684	povečeřet	136	1125	večer		večer#NNI??-----A---?	po(večeř)et	4	trpí				po			večeřeti	Y	po večeř e t	po večeře t	po večeře t	teřečevop	0	večeř e t	večeř	večeř	večeř								e		večeřet#V????--??-??I??										
4683	přehnout	136	1125	hnout		hnout#V????--??-??P??	pře(hn)out	2	mine				pře			hnouti	Y	pře h nou t	pře h no u t	přeh nou t	tuonheřp	0	h nou t	h	h	h								nou		hnout#V????--??-??P??										
4687	souznít	136	1125	znít		znít#V????--??-??I??	sou(zn)ít	4	trpí				sou			zníti	Y	sou zn í t	sou zní t	sou zní t	tínzuos	0	zn í t	zn	zn	zn								í		znít#V????--??-??I??										
4679	špinit	136	1125	špína		špína#NNF??-----A---?	(špin)it	4	prosí							špiniti	Y	špin i t	špin i t	špin it	tinipš	0	špin i t	špin	špin	špin								i		špína#NNF??-----A---?										
4688	vyvázat	136	1125	vázat		vázat#V????--??-??I??		1	maže				vy			vázati	Y	vy váz a t	vy váz a t	vy váz a t	tazávyv	0	váz a t	váz	váz	váz								a		vázat#V????--??-??I??										
4680	zaneprázdnit	136	1125	prázdný		prázdný#A????----??---?		4	prosí			za	ne			prázdniti	Y	za ne prázd n i t	zaneprázdni t	zaneprázdn it	tindzárpenaz	0	prázd n i t	prázd n	prázd n	prázd	n							i		prázdný#A????----??---?										
4678	zdramatizovat	136	1125	drama		drama#NNN??-----A---?		3	kupuje				z			dramatizovati	Y	z dram at iz ova t	z dramatiz ova t	z dram at iz ova t	tavozitamardz	1	dram at iz ova t	dram at iz	dram at iz	dram	at	iz						ova		dramatizovat#V????--??-??B??										
4701	pleskat	135	1117	plesknout		plesknout#V????--??-??P??		5	dělá							pleskati	Y	plesk a t	plesk a t	pleska t	takselp	0	plesk a t	plesk	plesk	plesk								a		plesknout#V????--??-??P??										
4700	pobuřovat	135	1117	bouře		bouře#NNF??-----A---?	po(buř)ovat	3	kupuje				po			buřovati	Y	po buř ova t	po buř o va t	pobuř ova t	tavořubop	0	buř ova t	buř	buř	buř								ova	3	pobouřit#V????--??-??P??										
4692	polepit	135	1117	lepit		lepit#V????--??-??I??		4	prosí				po			lepiti	Y	po lep i t	po lep i t	po lep it	tipelop	0	lep i t	lep	lep	lep								i		lepit#V????--??-??I??										
4697	přistrčit	135	1117	strčit		strčit#V????--??-??P??		4	prosí				při			strčiti	Y	při strč i t	při strč i t	při strč it	tičrtsiřp	0	strč i t	strč	strč	strč								i		strčit#V????--??-??P??										
4694	soukat	135	1117	soukat		soukat#V????--??-??I??		5	dělá							soukati	Y	souk a t	souka t	souk a t	takuos	0	souk a t	souk	souk	souk								a		None										
4699	tkát	135	1117	tkát		tkát#V????--??-??I??	(tk)át	5	dělá							tkáti	Y	tk á t	tká t	tk á t	tákt	0	tk á t	tk	tk	tk								á		None										
4695	trýznit	135	1117	trýznit		trýznit#V????--??-??I??	(trýzn)it	4	prosí							trýzniti	Y	trýzn i t	trýzn i t	trýzn i t	tinzýrt	0	trýzn i t	trýzn	trýzn	trýzn								i		None										
4696	vynasnažit	135	1117	snaha		snaha#NNF??-----A---?		4	prosí			vy	na			snažiti	Y	vy na snaž i t	vynasnaž i t	vy na snaž it	tižansanyv	0	snaž i t	snaž	snaž	snaž								i		snažit#V????--??-??I??										
4698	vyúčtovat	135	1117	číst		číst#V????--??-??I??	vyú(čt)ovat	3	kupuje			vy	ú			čtovati	Y	vy ú čt ova t	vy účt ov a t	vyúčtov a t	tavotčúyv	1	čt ova t	čt	čt	čt								ova		účtovat#V????--??-??I??										
4693	zkřivit	135	1117	křivý		křivý#AA???----??---?	z(křiv)it	4	prosí				z			křiviti	Y	z křiv i t	z křiv i t	z křiv it	tiviřkz	0	křiv i t	křiv	křiv	křiv								i		křivit#V????--??-??I??										
4691	ztvárňovat	135	1117	tvořit		tvořit#V????--??-??I??	z(tvár)ňovat	3	kupuje				z			tvárňovati	Y	z tvár ň ova t	ztvárň ova t	ztvárň ova t	tavoňrávtz	0	tvár ň ova t	tvár ň	tvár ň	tvár	ň							ova	1	ztvárnit#V????--??-??P??										
4719	abdikovat	134	1108	dic- dict-				3	kupuje						ab	dikovati	Y	ab dik ova t	abdik ova t	abdik ova t	tavokidba	1	dik ova t	dik	dik	dik								ova		None										
4708	cukat	134	1108	cuknout		cuknout#V????--??-??P??		5	dělá							cukati	Y	cuk a t	cuk a t	cuk a t	takuc	0	cuk a t	cuk	cuk	cuk								a		cuknout#V????--??-??P??										
4704	dorozumívat	134	1108	umět		umět#V????--??-??I??	doroz(um)ívat	5	dělá			do	roz			umívati	S	do roz um í v a t	do rozumí va t	dorozumív a t	tavímuzorod	0	um í v a t	um	um	um				í	v			a		dorozumět#V????--??-??P??										
4703	implikovat	134	1108	plic-				3	kupuje						im	plikovati	Y	im plik ova t	implik ova t	implik ova t	tavokilpmi	1	plik ova t	plik	plik	plik								ova		None										
4717	kliknout	134	1108	click		click#NNI??-----A---?		2	mine							kliknouti	N		klik no u t	klik nou t	tuonkilk	0	klik  nou t	klik	klik	klik								nou		klikat#V????--??-??I??										
4710	klít	134	1108	klít		klít#V????--??-??I??	(klí)t	3	kryje							klíti	Y	klí t	klí t	klí t	tílk	0	klí t	klí	klí	klí										None										
4705	navlhčit	134	1108	vlahý		vlahý#AA???----1?---?	na(vlh)čit	4	prosí				na			vlhčiti	Y	na vlh č i t	na vlhč i t	na vlhč it	tičhlvan	0	vlh č i t	vlh č	vlh č	vlh	č							i		vlhčit#V????--??-??I??										
4712	podříznout	134	1108	řezat		řezat#V????--??-??I??		2	mine				pod			říznouti	Y	pod říz nou t	pod říz no u t	pod říz nou t	tuonzířdop	0	říz nou t	říz	říz	říz								nou		říznout#V????--??-??P??										
4711	přimknout	134	1108	mykat		mykat#V????--??-??I??		2	mine				při			mknouti	Y	při mk nou t	přimk no u t	při mk nou t	tuonkmiřp	0	mk nou t	mk	mk	mk								nou		přimykat#V????--??-??I??										
4706	přišroubovat	134	1108	šroub		šroub#NNI??-----A---?	při(šroub)ovat	3	kupuje				při			šroubovati	Y	při šroub ova t	při šroub ov a t	při šroub ova t	tavobuoršiřp	0	šroub ova t	šroub	šroub	šroub								ova		šroubovat#V????--??-??I??										
4707	prostrčit	134	1108	strčit		strčit#V????--??-??P??		4	prosí				pro			strčiti	Y	pro strč i t	pro strč i t	pro strč it	tičrtsorp	0	strč i t	strč	strč	strč								i		strčit#V????--??-??P??										
4715	roztavit	134	1108	tavit		tavit#V????--??-??I??		4	prosí				roz			taviti	Y	roz tav i t	roz tav i t	roz tav it	tivatzor	0	tav i t	tav	tav	tav								i		tavit#V????--??-??I??										
4713	smrsknout	134	1108	mrskat		mrskat#V????--??-??I??		2	mine				s			mrsknouti	Y	s mrsk nou t	s mrsk no u t	s mrsk nou t	tuonksrms	0	mrsk nou t	mrsk	mrsk	mrsk								nou		mrsknout#V????--??-??P??										
4702	sžít	134	1108	žít		žít#V????--??-??I??	s(ží)t	3	kryje				s			žíti	Y	s ží t	s ží t	s ž í t	tížs	0	ží t	ží	ží	ží										žít#V????--??-??I??										
4714	uvolit	134	1108	volit		volit#V????--??-??I??		4	prosí				u			voliti	Y	u vol i t	u vol i t	u vol it	tilovu	0	vol i t	vol	vol	vol								i		volit#V????--??-??I??										
4716	vnuknout	134	1108	vnuknout		vnuknout#V????--??-??P??		2	mine				v			nuknouti	Y	v nu k nou t	vnuk no u t	vnuk nou t	tuonkunv	0	nu k nou t	nu k	nu k	nu	k							nou		None										
4718	vyjasňovat	134	1108	jas		jas#NNI??-----A---?	vy(jas)ňovat	3	kupuje				vy			jasňovati	Y	vy jas ň ova t	vyjasň ova t	vyjasň ova t	tavoňsajyv	0	jas ň ova t	jas ň	jas ň	jas	ň							ova	5	vyjasnit#V????--??-??P??										
4709	zafixovat	134	1108	fix-		fix#NNI??-----A---?		3	kupuje				za			fixovati	Y	za fix ova t	za fix ova t	za fix ova t	tavoxifaz	1	fix ova t	fix	fix	fix								ova		fixovat#V????--??-??I??										
4723	blábolit	133	1,1	blábolit		blábolit#V????--??-??I??		4	prosí							bláboliti	Y	blábol i t	bláboli t	blábol i t	tilobálb	0	blábol i t	blábol	blábol	blábol								i		None										
4726	čouhat	133	1,1	čouhat		čouhat#V????--??-??I??		5	dělá							čouhati	Y	čouh a t	čouha t	čouh a t	tahuoč	0	čouh a t	čouh	čouh	čouh								a		None										
4730	nalíčit	133	1,1	líc		líc#NNF??-----A---?		4	prosí				na			líčiti	Y	na líč i t	na líč i t	na lí č it	tičílan	0	líč i t	líč	líč	líč								i		líčit#V????--??-??I??										
4724	opevnit	133	1,1	pevný		pevný#A????----??---?	o(pevn)it	4	prosí				o			pevniti	Y	o pevn i t	opevn i t	o pevn it	tinvepo	0	pevn i t	pevn	pevn	pevn								i		pevný#A????----??---?										
4731	pilotovat	133	1,1	pilot		pilot#NNM??-----A---?		3	kupuje							pilotovati	Y	pilot ova t	pilot ova t	pilo t ova t	tavotolip	0	pilot ova t	pilot	pilot	pilot								ova		pilot#NNM??-----A---?										
4722	pitvat	133	1,1	pitvat		pitvat#V????--??-??I??		5	dělá							pitvati	Y	pitv a t	pitva t	pitv a t	tavtip	0	pitv a t	pitv	pitv	pitv								a		None										
4729	přeskupit	133	1,1	kupa		kupa#NNF??-----A---?	přes(kup)it	4	prosí			pře	s			kupiti	Y	pře skup i t	pře s kup i t	přeskup it	tipukseřp	0	kup i t	kup	kup	kup								i		skupit#V???---??-??P??										
4721	rachotit	133	1,1	rachat		rachat#V????--??-??I??		4	prosí							rachotiti	Y	rach ot i t	rachot i t	rach ot i t	titohcar	0	rach ot i t	rach ot	rach ot	rach	ot							i		rachot#NNI??-----A---?										
4728	slýchávat	133	1,1	slyšet		slyšet#V????--??-??I??	(slých)ávat	5	dělá							slýchávati	Y	slých á v a t	slýchá va t	slých áva t	taváhcýls	0	slých á v a t	slých á v	slých	slých				á	v			a		slýchat#V????--??-??I??										
4725	umlknout	133	1,1	mlčet		mlčet#V????--??-??I??		2	mine				u			mlknouti	Y	u mlk nou t	umlk no u t	u mlk nou t	tuonklmu	0	mlk nou t	mlk	mlk	mlk								nou		umlkat#V????--??-??I??										
4732	upomínat	133	1,1	mínit		mínit#V????--??-??I??		5	dělá			u	po			mínati	S	u po mín a t	upom ín a t	upomín a t	tanímopu	0	mín a t	mín	mín	mín								a		pomnít#V????--??-??P??										
4720	vyčleňovat	133	1,1	člen		člen#NNI??-----?---?	vy(čleň)ovat	3	kupuje				vy			čleňovati	Y	vy čleň ova t	vy čleň ova t	vy čleň ova t	tavoňelčyv	0	čleň ova t	čleň	čleň	čleň								ova	2	vyčlenit#V????--??-??P??										
4727	vydržovat	133	1,1	držet		držet#V????--??-??I??	vy(drž)ovat	3	kupuje				vy			držovati	Y	vy drž ova t	vy drž o va t	vy drž ova t	tavožrdyv	0	drž ova t	drž	drž	drž								ova		vydržet#V????--??-??P??										
4746	dopátrat	132	1092	pátrat		pátrat#V????--??-??I??		5	dělá				do			pátrati	Y	do pátr a t	do pátra t	do pátra t	tartápod	0	pátr a t	pátr	pátr	pátr								a		pátrat#V????--??-??I??										
4739	internovat	132	1092	internovat		internovat#V????--??-??B??		3	kupuje							internovati	Y	inter n ova t	intern ova t	intern ova t	tavonretni	1	inter n ova t	inter n	inter n	inter	n							ova		None										
4741	ochabovat	132	1092	chabý		chabý#AA???----??---?	o(chab)ovat	3	kupuje				o			chabovati	Y	o chab ova t	o chab ova t	o chab ova t	tavobahco	0	chab ova t	chab	chab	chab								ova		ochabnout#V????--??-??P??										
4754	odchovat	132	1092	chovat		chovat#V????--??-??I??		5	dělá				od			chovati	Y	od chov a t	od chov a t	od chov a t	tavohcdo	0	chov a t	chov	chov	chov								a		chovat#V????--??-??I??										
4740	oněmět	132	1092	němý		němý#AA???----??---?		4	sází				o			něměti	Y	o něm ě t	oněmě t	oněm ě t	těměno	0	něm ě t	něm	něm	něm								ě		němý#AA???----??---?										
4744	pobrat	132	1092	vzít		vzít#V????--??-??P??	po(br)at	1	bere				po			brati	Y	po br a t	po b r a t	po bra t	tarbop	0	br a t	br	br	br								a	4	brát#V????--??-??I??										
4737	pokřižovat	132	1092	kříž		kříž#NNI??-----A---?	po(křiž)ovat	3	kupuje				po			křižovati	Y	po křiž ova t	po křiž ova t	po křiž ova t	tavožiřkop	0	křiž ova t	křiž	křiž	křiž								ova		křižovat#V????--??-??I??										
4743	požít	132	1092	žít		žít#V????--??-??I??	po(ží)t	3	kryje				po			žíti	Y	po ží t	po ží t	po ží t	tížop	0	ží t	ží	ží	ží									2	žít#V????--??-??I??										
4752	probíjet	132	1092	bít		bít#V????--??-??I??	pro(bí)jet	4	sází				pro			bíjeti	Y	pro bíj e t	pro bí je t	pro bíj e t	tejíborp	0	bíj e t	bíj	bíj	bíj								e		probít#V????--??-??P??										
4742	pudit	132	1092	pudit		pudit#V????--??-??I??		4	prosí							puditi	Y	pud i t	pud i t	pudi t	tidup	0	pud i t	pud	pud	pud								i		None										
4734	rozprodávat	132	1092	dát		dát#V????--??-??P??		5	dělá			roz	pro			dávati	Y	roz pro d á v a t	roz pro d á va t	roz prodáva t	tavádorpzor	0	d á v a t	d á v	d	d				á	v			a		rozprodat#V????--??-??P??										
