# v případě manuální anotace: 1. sloupec: @ = label nesprávně; % = label správně; PRÁZDNO = label manuálně neanotován
	prozářit–V	naplnit–V	dok.
%	rozestoupit–V	rozestupovat–V	ned.
%	šenkýř–N	šenkýřka–N	přech.
	hýčkat–V	vyhýčkávat–V	ned.
	zaplesat–V	krátce–D	dok.
	rozkrájet–V	krájet–V	dok.
	zdechnout–V	pojít–V	podst.
%	tnout–V	tětí–N	podst.
%	Apolena–N	Apolenka–N	zdrob.
%	rentiér–N	rentiérka–N	přech.
%	zbývat–V	zbývávat–V	nás.
	křisitel–N	křísitelka–N	přech.
%	srovnat–V	srovnávat–V	ned.
	sehnout–V	uvést–V	dok.
%	drásat–V	drásávat–V	nás.
%	úplatek–N	úplateček–N	zdrob.
	vypustnout–V	vyblednout–V	dok.
	rozplesknout–V	zploštit–V	podst.
%	zvláštnost–N	zvláštnůstka–N	zdrob.
%	probrat–V	probírat–V	ned.
	rozchichotat–V	chichtat–V	dok.
%	školák–N	školáček–N	zdrob.
	vysprchovat–V	osprchovat–V	dok.
%	sklízet–V	sklízívat–V	nás.
%	slevit–V	slevovat–V	ned.
	jakobín–N	jakobínství–N	podst.
%	smlsat–V	smlsávat–V	ned.
	předznamenat–V	naznačit–V	dok.
	zavrkat–V	zvuk–N	dok.
%	volontér–N	volontérka–N	přech.
%	rodinný–A	rodinnost–N	podst.
	poobědvat–V	oběd–N	dok.
	pocáknout–V	zasáhnout–V	dok.
%	přivalit–V	přivalovat–V	ned.
%	špendlík–N	špendlíček–N	zdrob.
	udrobit–V	oddělit–V	dok.
%	čichat–V	čichnout–V	dok.
%	obroubit–V	obrubovat–V	ned.
	sežít–V	požít–V	dok.
%	ulétat–V	ulétávat–V	nás.
%	zrozenec–N	zrozenka–N	přech.
	novelisovat–V	způsob–N	dok.
%	oddat–V	oddávat–V	ned.
%	rám–N	rámek–N	zdrob.
%	oslavovat–V	oslavovávat–V	nás.
	ďábel–N	ďáblíček–N	zdrob.
	dostřihat–V	dokončit–V	dok.
	odplivnout–V	vyhodit–V	podst.
%	špinavec–N	špinaveček–N	zdrob.
%	popřít–V	popírat–V	ned.
	mrtvět–V	jakoby–D	podst.
%	otesat–V	otesávat–V	ned.
%	prominent–N	prominentka–N	přech.
%	přihustit–V	přihušťovat–V	ned.
	vytrysknout–V	vytryskat–V	ned.
	znásobnit–V	znásobovat–V	ned.
	vyexpedovat–V	vypravit–V	dok.
%	sandál–N	sandálek–N	zdrob.
%	rozmýt–V	rozmývat–V	ned.
%	nevěrecký–A	nevěreckost–N	podst.
	maličký–A	maličký–A	zpodst.
%	prášit–V	prášívat–V	nás.
%	buben–N	bubínek–N	zdrob.
%	rozklovat–V	rozklovávat–V	ned.
	vzkvetnout–V	vzkvést–V	dok.
	dolomit–N	zlomit–V	dok.
	rozpřáhnout–V	rozpřahat–V	ned.
%	znásobit–V	znásobovat–V	ned.
	zaletět–V	zalétnout–V	dok.
%	sesunout–V	sesunovat–V	ned.
%	vycedit–V	vycezovat–V	ned.
	pozdržet–V	poněkud–D	dok.
	naloupit–V	získat–V	dok.
	diferencovat–V	stanovovat–V	dok.
%	odklopit–V	odklápět–V	ned.
	počesnekovat–V	potřít–V	dok.
%	pošušňání–N	pošušňáníčko–N	zdrob.
%	škára–N	škárka–N	zdrob.
%	lub–N	loubek–N	zdrob.
	rozhlučet–V	začít–V	dok.
%	rozškubat–V	rozškubávat–V	ned.
%	úměrný–A	úměrnost–N	podst.
%	zákoník–N	zákoníček–N	zdrob.
	vzeznít–V	ozvat–V	dok.
%	čelo–N	čílko–N	zdrob.
	prohlížeč–N	prohlížečka–N	přech.
%	nabízet–V	nabízívat–V	nás.
%	anděl–N	andílek–N	zdrob.
%	poplácat–V	poplácávat–V	ned.
	seskupit–V	sdružit–V	dok.
%	dovrtat–V	dovrtávat–V	ned.
	zacvrčet–V	krátký–A	dok.
%	tryskat–V	tryskávat–V	nás.
	tisícinásobný–AC	opakovaný–A	nás.
	zavzdechnout–V	vzdechnout–V	dok.
%	blít–V	blití–N	podst.
	prokádrovat–V	kádrovat–V	dok.
%	žvatlal–N	žvatlálek–N	zdrob.
	zamžiknout–V	mžiknout–V	dok.
%	pevný–A	pevno–N	zpodst.
%	ukvapit–V	ukvapovat–V	ned.
	přibetonovat–V	připevnit–V	dok.
	zavčelařit–V	věnovat–V	dok.
%	rozsekat–V	rozsekávat–V	ned.
%	poženštit–V	poženšťovat–V	ned.
%	ochutnat–V	ochutnávat–V	ned.
%	maznice–N	maznička–N	zdrob.
	promodelovat–V	propracovat–V	dok.
	vyhnojit–V	pohnojit–V	dok.
%	blokový–A	blokovost–N	podst.
	vyšavlovat–V	vyprostit–V	dok.
%	drcat–V	drcnout–V	dok.
	poodletět–V	vzdálenost–N	dok.
%	noclehář–N	noclehářka–N	přech.
	začirykat–V	zacvrlikat–V	dok.
	červivět–V	červivost–N	podst.
	vyslavit–V	proslavit–V	dok.
%	česat–V	česávat–V	nás.
	prohloubat–V	proniknout–V	dok.
	vhrknout–V	prudce–D	podst.
	shluknout–V	shluk–N	podst.
%	prasklina–N	prasklinka–N	zdrob.
	přivinout–V	přitisknout–V	dok.
	doklopýtat–V	dojít–V	dok.
	rozdrobit–V	rozdělit–V	dok.
	přelétnout–V	přelétat–V	ned.
%	bránit–V	bránívat–V	nás.
%	sepnout–V	sepnutí–N	podst.
	domoci–V	dosáhnout–V	dok.
	přeskupit–V	nově–D	dok.
%	šíp–N	šipka–N	zdrob.
	ohlídat–V	obstarat–V	dok.
	upovídat–V	vyčerpat–V	dok.
	tlumočit–V	ztlumočovat–V	ned.
%	ořezat–V	ořezávat–V	ned.
%	ďábelský–A	ďábelskost–N	podst.
	pokrčit–V	skrčit–V	dok.
	baba–N	babka–N	zdrob.
%	naslouchat–V	naslouchávat–V	nás.
%	ztroskotat–V	ztroskotávat–V	ned.
	nacílit–V	namířit–V	dok.
	poitalštit–V	dodat–V	dok.
%	dodržet–V	dodržovat–V	ned.
	dosnít–V	snění–N	dok.
%	intrikán–N	intrikánka–N	přech.
	sjednocovatel–N	sjednotitelka–N	přech.
%	mrskat–V	mrsknout–V	dok.
	překřehnout–V	zkřehnout–V	podst.
	napěnit–V	pěna–N	dok.
	ovdovit–V	učinit–V	dok.
%	plamen–N	plamínek–N	zdrob.
	probodat–V	zranit–V	dok.
%	svinovat–V	svinovávat–V	nás.
%	vozit–V	vozívat–V	nás.
	přehlasovat–V	překonat–V	dok.
	pokývat–V	kývnout–V	dok.
%	ukrojit–V	ukrajovat–V	ned.
	vyřídnout–V	prořídnout–V	podst.
%	pivnice–N	pivnička–N	zdrob.
	Zuzana–N	Zuzanečka–N	zdrob.
%	Plzeň–N	plzeňské–N	zpodst.
%	lyžař–N	lyžařka–N	přech.
	nastříbřit–V	pokrýt–V	dok.
%	poznamenat–V	poznamenávat–V	ned.
	všoupat–V	vpravit–V	dok.
%	bažina–N	bažinka–N	zdrob.
%	zadupat–V	zadupávat–V	ned.
%	zapěchovat–V	zapěchovávat–V	ned.
	vylétnout–V	vylétat–V	ned.
%	Liduna–N	Lidunka–N	zdrob.
%	píšťala–N	píšťalka–N	zdrob.
	odrecitovat–V	recitovat–V	dok.
%	doměřit–V	doměřovat–V	ned.
	nalhat–V	lživě–D	podst.
	věšet–V	věsívat–V	nás.
%	natěrač–N	natěračka–N	přech.
%	premonstrát–N	premonstrátka–N	přech.
	udumlat–V	poškodit–V	dok.
%	ohladit–V	ohlazovat–V	ned.
	oddechnout–V	oddychovat–V	ned.
%	zdvihat–V	zdvihávat–V	nás.
%	pelášit–V	pelášívat–V	nás.
%	knoflíkář–N	knoflíkářka–N	přech.
	pofoukat–V	pro–A	dok.
%	mleč–N	mlečka–N	přech.
%	strupovitý–A	strupovitost–N	podst.
	výčepní–A	výčepní–A	zpodst.
	šlapadlo–N	šlapátko–N	zdrob.
%	loupat–V	loupávat–V	nás.
	svědět–V	mnutí–N	podst.
	svíčkový–A	svíčková–N	zpodst.
%	předkreslit–V	předkreslovat–V	ned.
%	zešeřit–V	zešeřívat–V	ned.
%	přimalovat–V	přimalovávat–V	ned.
	uhodit–V	udeřit–V	dok.
%	viklavý–A	viklavost–N	podst.
%	naříkavý–A	naříkavost–N	podst.
	zničemnit–V	zničit–V	dok.
%	pochodovat–V	pochodovávat–V	nás.
	baňka–N	banička–N	zdrob.
	utěšovatel–N	utěšitelka–N	přech.
%	prouha–N	proužka–N	zdrob.
	nachmuřit–V	starostlivě–D	dok.
%	hnědý–A	hnědo–N	zpodst.
	vyhořelý–A	vyhořelý–A	zpodst.
%	hemžit–V	hemžívat–V	nás.
%	sloupat–V	slupovat–V	ned.
	poklesat–V	postupně–D	dok.
	zacikat–V	zacvrkat–V	dok.
%	střevíc–N	střevíček–N	zdrob.
%	obarvit–V	obarvovat–V	ned.
	odvodit–V	vytvořit–V	dok.
%	třmen–N	třmínek–N	zdrob.
	oddlužit–V	zbavit–V	dok.
	přiklížit–V	připevnit–V	dok.
	dokulit–V	dopravit–V	dok.
	vážný–A	vážný–A	zpodst.
	vyčasit–V	vyčasovat–V	ned.
	poarabštit–V	dodat–V	dok.
	vymočit–V	při–A	dok.
%	opevnit–V	opevňovat–V	ned.
	vyvřísknout–V	vřískavý–A	dok.
%	posuzovatel–N	posuzovatelka–N	přech.
	krojit–V	říznout–V	dok.
%	pekáč–N	pekáček–N	zdrob.
%	dloubat–V	dloubnout–V	dok.
	rozrachotit–V	začít–V	podst.
	dotřást–V	dokončit–V	dok.
%	flagelant–N	flagelantka–N	přech.
%	Růžena–N	Růženka–N	zdrob.
%	vyčpělý–A	vyčpělost–N	podst.
%	srnče–N	srnčátko–N	zdrob.
	shromáždit–V	jedno–D	dok.
	vinout–V	uvíjet–V	ned.
	zahýknout–V	hýknout–V	podst.
%	proklínat–V	proklínávat–V	nás.
%	sejmout–V	sejmutí–N	podst.
%	žena–N	ženuška–N	zdrob.
%	pouštět–V	pouštívat–V	nás.
	zpravodaj–N	zpravodajka–N	přech.
%	Věra–N	Věrka–N	zdrob.
%	obšít–V	obšívat–V	ned.
%	porce–N	porcička–N	zdrob.
%	připálit–V	připalovat–V	ned.
%	odhlučnit–V	odhlučňovat–V	ned.
	odplížit–V	odejít–V	dok.
	domácí–A	domácí–A	přech.
	zdvihnout–V	zdvihat–V	ned.
%	nůše–N	nůška–N	zdrob.
	zintensivnit–V	učinit–V	dok.
	zahudrat–V	krátce–D	dok.
	dohospodařit–V	přestat–V	dok.
%	nadlehčit–V	nadlehčovat–V	ned.
